product,revenue,units,kg,n_invoices,rank,cum_pct_revenue,abc_class,volume_tier
Tasty Treats Saltine Rosemary 100g,177.3,17.0,1.7000000000000002,16,1092,99.96863357338087,C,Low Volume
Sliced Smoked Chicken Roll 125g,176.37,13.0,1.67,10,1093,99.96906695345629,C,Low Volume
EDFP - RIB Deal Spare,173.9,1.0,0.0,1,1094,99.96949426419573,C,Low Volume
Eskort Soup Combo Deal,173.9,2.0,0.0,2,1095,99.96992157493519,C,Low Volume
Nandos - PERI PERI EXTRA HOT 250ML,173.88,4.0,1.0,4,1096,99.97034883653022,C,Low Volume
Nandos - PERI PERI BUSH BRAAI 250ML,173.88,4.0,1.0,3,1097,99.97077609812526,C,Low Volume
Nandos - PERI PERI GARLIC 250ML,173.88,4.0,1.0,3,1098,99.97120335972029,C,Low Volume
Crown National Sweet Chilli M/Club 375ml,173.85000000000002,5.0,1.9,5,1099,99.97163054759869,C,Low Volume
Crown National Prego M/Club 375ml,173.85000000000002,5.0,1.9,5,1100,99.9720577354771,C,Low Volume
Spice Lemon Pepper Refill Box 40g,173.79999999999998,10.0,0.0,10,1101,99.97248480049443,C,Low Volume
Shoulder Ribs P/Kg,171.64,3.0,3.87,3,1102,99.97290655791433,C,Low Volume
Spiced Herbs & Paprika Espetadas P/Kg,171.38,3.0,1.45,3,1103,99.97332767645676,C,Low Volume
Mageu Number 1 Banana Custard 500ml,169.41,13.0,6.5,10,1104,99.97374395427371,C,Low Volume
Ag BBQ Sce Squeeze 500ml,166.92,4.0,2.0,4,1105,99.97415411361028,C,Low Volume
Krush Juice 100% Orange 1.5Lt,166.92,4.0,6.0,4,1106,99.97456427294685,C,Low Volume
R/Box Minced Meat Seasoning 40g,162.48,11.0,11.0,10,1107,99.97496352222198,C,Low Volume
Mustard Sauce 500ml - Sauce-A-Licious,160.86,5.0,2.5,4,1108,99.97535879079904,C,Low Volume
Sauce-a-licious Sweet & Sticky 500ml,160.86,5.0,2.5,4,1109,99.97575405937607,C,Low Volume
Sliced Double Smoked Ham 125g,159.89,10.0,1.28,7,1110,99.9761469444487,C,Low Volume
Eskort Deli Chicken Sausage 1kg,156.5,2.0,2.0,2,1111,99.976531499542,C,Low Volume
RTE: Eskort Famous Dagwood Beef,156.48,4.0,0.0,3,1112,99.97691600549086,C,Low Volume
Clover Super M Chocolate 300ml,156.42000000000002,10.0,3.0,7,1113,99.97730036400648,C,Low Volume
EG Hotdog Rolls 6's,152.93,11.0,0.5,5,1114,99.97767614682064,C,Low Volume
Eskort Cheese & Jalapeno Wors Pinwheel P/Kg,149.59,5.0,1.57,4,1115,99.97804372251655,C,Low Volume
MI-S & T Gherkins - Hamburger Sliced 380g,149.53,4.0,1.52,3,1116,99.97841115077917,C,Low Volume
Prego Steak Roll (braai),147.82,4.0,0.0,3,1117,99.9787743771938,C,Low Volume
Curry Brawn 2.5kg,147.82,1.0,2.5,1,1118,99.97913760360845,C,Low Volume
Tasty Treats Saltine Whole Wheat 100g,146.01,14.0,1.4000000000000001,13,1119,99.979496382453,C,Low Volume
Sauce-a-licious Thai Sweet Chilli 500ml,143.45,5.0,2.5,4,1120,99.97984887081167,C,Low Volume
RTE: RUGBY PLATTER,139.12,1.0,0.0,1,1121,99.98019071940323,C,Low Volume
Eskort Mini Frikkadels With Arrabiata Sauce 600g,139.11,2.0,1.2,1,1122,99.98053254342257,C,Low Volume
Crown National - Safari Sauce 375ml,139.08,4.0,1.52,4,1123,99.9808742937253,C,Low Volume
RTE: Two Piece Chicken & Chips 200g,139.08,4.0,0.0,4,1124,99.981216044028,C,Low Volume
All Gold Tomato Sauce Hot & Spicy 500ml,139.08,4.0,2.0,4,1125,99.98155779433073,C,Low Volume
Crown National Basting M/Club 375ml,139.08,4.0,1.52,4,1126,99.98189954463344,C,Low Volume
Tasty Treats Trisk Cheddar Cheese Crackers 100g,139.04,8.0,0.8,8,1127,99.98224119664731,C,Low Volume
MCC PUMPKIN CHUNKS 1Kg,128.97,3.0,3.0,3,1128,99.98255810444527,C,Low Volume
Tasty Treats Bites Sweet Chilli & Tomato 150g,127.75,7.0,1.05,6,1129,99.98287201443357,C,Low Volume
Eskort Sliced Curry Brawn 180g,126.0,8.0,1.44,8,1130,99.98318162428504,C,Low Volume
Ag Mustard Sce Squeeze 500ml,125.19,3.0,1.5,3,1131,99.98348924378746,C,Low Volume
Bliss Double Cream Choc Chip 6 x 100g,121.71000000000001,4.0,2.4,3,1132,99.98378831216066,C,Low Volume
Quinns Brown Vinegar 750ml,121.66,14.0,10.5,14,1133,99.9840872576728,C,Low Volume
Natures Brown Rice 1kg,119.97,3.0,3.0,2,1134,99.98438205048137,C,Low Volume
RTE: Crumbed Pork P/kg,119.72999999999999,6.0,0.92,3,1135,99.98467625355688,C,Low Volume
RTE: Chicken Gizzards P/Kg,119.63,10.0,1.72,7,1136,99.98497021091032,C,Low Volume
Schweet & Spicy NGOB 750ml,119.11,3.0,2.25,2,1137,99.98526289050879,C,Low Volume
Sauce-a-licious Mango Chutney 500ml,117.37,3.0,1.5,2,1138,99.98555129454265,C,Low Volume
Alb Sup White Buns  - 6x60g,117.35,5.0,1.7999999999999998,5,1139,99.98583964943211,C,Low Volume
Renown Pork Banger 375g,113.0,4.0,1.51,3,1140,99.98611731541001,C,Low Volume
MI-Dill Gherkins 380g,112.14000000000001,3.0,1.1400000000000001,3,1141,99.98639286817782,C,Low Volume
MI-Sweet & Sour Gherkins 380g,112.14000000000001,3.0,1.1400000000000001,3,1142,99.98666842094563,C,Low Volume
Festive Pork Loin Bone-in Roast,109.7,2.0,1.22,2,1143,99.9869379780941,C,Low Volume
Big Five Fire Lighters,108.65,5.0,1.0,1,1144,99.98720495516046,C,Low Volume
Pork Rashers p/kg,98.25,1.0,1.0,1,1145,99.98744637712798,C,Low Volume
Eskort Bacon & Butternut Soup 600g,98.02000000000001,3.0,1.7999999999999998,3,1146,99.98768723393466,C,Low Volume
RTE: Cooked Pig Head P/Kg,96.82,1.0,3.18,1,1147,99.98792514207608,C,Low Volume
Double Smoked Diced Bacon 500g,95.63,2.0,1.0,1,1148,99.98816012612448,C,Low Volume
Fattis & Monis - Spaghetti 500g,95.60000000000001,5.0,2.5,5,1149,99.98839503645624,C,Low Volume
Krush Juice 100% Apple 500ml,93.88,4.0,2.0,1,1150,99.98862572036779,C,Low Volume
Alb Sup White Rolls - 6x60g,93.88,4.0,1.44,4,1151,99.98885640427936,C,Low Volume
Porchetta Wrapped with Bacon P/Kg UP,93.14,1.0,0.82,1,1152,99.98908526984735,C,Low Volume
Footlong Cheese Russian Roll (braai),91.3,3.0,0.0,1,1153,99.9893096141286,C,Low Volume
Mrs Balls Chutney Original 375g,91.28999999999999,3.0,1.1400000000000001,3,1154,99.98953393383765,C,Low Volume
Switch Epic 500 ml,90.42,8.0,4.0,6,1155,99.9897561157644,C,Low Volume
Eskort Mini Frikkadels Cape Malay 450g,89.55000000000001,2.0,0.9,2,1156,99.98997615990884,C,Low Volume
Eskort Sage Infused Sausages 600g,86.95,1.0,0.6,1,1157,99.99018981527857,C,Low Volume
Savoury Platter,86.95,1.0,0.0,1,1158,99.99040347064829,C,Low Volume
RTE: 4 x Footlong Russians & Chips,86.95,1.0,0.5,1,1159,99.99061712601802,C,Low Volume
Nandos - PERINAISE SQUEEZE HOT 265G,86.94,2.0,0.52,2,1160,99.99083075681554,C,Low Volume
Miami - Boerie Relish 450g,86.92,4.0,1.8,2,1161,99.99104433846864,C,Low Volume
Tasty Treats Lightly Salted Crackers 100g,86.89999999999999,5.0,0.5,5,1162,99.99125787097731,C,Low Volume
Sogood Potjiekos Mix 100g,86.89999999999999,5.0,0.5,5,1163,99.99147140348597,C,Low Volume
RTE Combo 11: 2 x Cheese Grillers & Chips 200g,86.07000000000001,3.0,0.0,3,1164,99.99168289650117,C,Low Volume
Tomato Sauce 500ml - Sauce-A-Licious,84.33,3.0,1.5,3,1165,99.99189011395177,C,Low Volume
Tastic ROTW Basmati 1kg,79.99,1.0,1.0,1,1166,99.99208666706303,C,Low Volume
Tastic Parboiled Rice 2kg,79.98,2.0,4.0,2,1167,99.99228319560208,C,Low Volume
Sauce-a-licious Caribbean Island 500ml,79.97999999999999,2.0,1.0,2,1168,99.99247972414112,C,Low Volume
RTE: Pork Lasagne P/kg,79.53,3.0,0.53,2,1169,99.99267514693071,C,Low Volume
Sauce-a-licious Red Wine & Garlic 500ml,78.24000000000001,2.0,1.0,2,1170,99.99286739990515,C,Low Volume
Sauce-a-licious Garlic & Herb 500ml,78.24000000000001,2.0,1.0,2,1171,99.9930596528796,C,Low Volume
Bliss DY Chock Chip 250g,78.2,5.0,1.25,5,1172,99.9932518075652,C,Low Volume
Clover Amasi Medium Cream 2 kg,77.98,2.0,4.0,2,1173,99.99344342166215,C,Low Volume
RTE: Fried Cabbage P/Kg,76.88,5.0,2.9499999999999997,2,1174,99.99363233281598,C,Low Volume
Fattis & Monis - Macaroni 500g,76.49,4.0,2.0,2,1175,99.99382028565358,C,Low Volume
MI-Sweet & Tangy Gherkins 380g,74.76,2.0,0.76,2,1176,99.99400398749879,C,Low Volume
MI-S & T Gherkins - Sandwich Sliced 380g,74.76,2.0,0.76,2,1177,99.99418768934399,C,Low Volume
Pork Chops RO p/kg,72.72,2.0,0.98,1,1178,99.99436637845827,C,Low Volume
Renown Liverspread 250g,71.23,9.0,2.25,6,1179,99.99454140631319,C,Low Volume
"Garlic, Ginger & Danya Tub - 250g",70.41,3.0,0.0,3,1180,99.99471441924685,C,Low Volume
Eskort Deli Pork Banger 1kg,69.56,1.0,1.0,1,1181,99.99488534354263,C,Low Volume
RTE: Eskort Famous Beef & Cheese Burger,69.55,2.0,0.0,1,1182,99.99505624326619,C,Low Volume
RTE: 2 Piece Chicken & Pap + Switch,67.8,2.0,0.0,2,1183,99.99522284285293,C,Low Volume
RTE: Chicken Burger,65.2,2.0,0.0,2,1184,99.99538305366497,C,Low Volume
Spice Chilli Bite Seasoning Crown National 200g,65.19,3.0,3.0,3,1185,99.99554323990478,C,Low Volume
RTE: Coleslaw,64.48,1.0,0.58,2,1186,99.99570168151766,C,Low Volume
Sauce-a-licious Monkeygland 500ml,64.35,2.0,1.0,1,1187,99.9958598036918,C,Low Volume
Bliss DY Strawberry 250g,62.56,4.0,1.0,4,1188,99.99601352744028,C,Low Volume
RTE: Cooked Vegetables P/Kg,62.32,6.0,0.65,6,1189,99.9961666614557,C,Low Volume
Eskort Gammon Sausage P/Kg,60.47,1.0,0.54,1,1190,99.9963152496122,C,Low Volume
Koo Mixed Vegetables 410g,59.97,3.0,1.23,2,1191,99.99646260915817,C,Low Volume
RTE: Sandwich - Russian & Polony & Egg,59.11,2.0,0.0,1,1192,99.99660785549405,C,Low Volume
Sliced French Polony P/Kg,58.45,5.0,1.49,2,1193,99.99675148006403,C,Low Volume
Pets Mince p/kg,52.95,1.0,1.01,1,1194,99.9968815899183,C,Low Volume
Eskort Smoked Pork & Bean Soup 600g,52.17,1.0,0.6,1,1195,99.99700978314013,C,Low Volume
Jimmy�s Smokey BBQ 750ml,52.17,1.0,0.75,1,1196,99.99713797636197,C,Low Volume
Nou Gaan Ons Braai Ext Hot Peri-Peri Sauce 750ml,52.17,1.0,0.0,1,1197,99.99726616958382,C,Low Volume
Extra Lean Pork Mince 500g,52.17,1.0,0.5,1,1198,99.99739436280566,C,Low Volume
Pies Baked Jumbo Cornish,48.94,2.0,0.0,1,1199,99.99751461920351,C,Low Volume
2LT lemon Juice Quins,47.82,1.0,2.0,1,1200,99.99763212351381,C,Low Volume
Eskort Smoked Pork Twisters P/Kg,47.61,1.0,0.37,1,1201,99.99774911180769,C,Low Volume
Spath's Salami Cervelat p/kg,46.87,1.0,0.15,1,1202,99.99786428175798,C,Low Volume
RTE: Mac and Cheese,46.08,1.0,0.41,2,1203,99.99797751050366,C,Low Volume
Miami - Boerie Relish - With Chilli 450g,43.46,2.0,0.9,2,1204,99.99808430133021,C,Low Volume
Heidelberger Thin Boerewors p/kg,42.56,1.0,0.44,1,1205,99.99818888065782,C,Low Volume
BC - Mirinda 600ml Orange,41.7,3.0,1.7999999999999998,4,1206,99.99829134677535,C,Low Volume
BC - Refreshhh 330ml Ginger Beer,41.68,8.0,2.64,7,1207,99.99839376374842,C,Low Volume
Koo Vegetable Curry 420g,39.98,2.0,0.84,1,1208,99.99849200344573,C,Low Volume
RTE: Pap & Chop + Switch,39.13,1.0,0.0,1,1209,99.99858815450517,C,Low Volume
RTE: Pork Stew only 406g,39.12,1.0,0.0,1,1210,99.99868428099239,C,Low Volume
Rib Burger (braai),34.78,1.0,0.0,1,1211,99.99876974314029,C,Low Volume
RTE: Pizza,34.77,1.0,0.0,1,1212,99.99885518071596,C,Low Volume
Clover Super M Strawberry 300ml,31.28,2.0,0.6,2,1213,99.99893204259021,C,Low Volume
Bliss Double Cream Strawberry 6 x 100g,30.43,1.0,0.6,1,1214,99.99900681582656,C,Low Volume
BC - Refreshhh 330ml Grape,30.4,5.0,1.6500000000000001,4,1215,99.99908151534628,C,Low Volume
RTE: Butternut P/Kg,29.92,2.0,1.15,2,1216,99.9991550353999,C,Low Volume
Pork Meaty Bones p/kg,28.33,1.0,0.93,1,1217,99.99922464847205,C,Low Volume
KOO Tomato Paste Original Sachets 50g (GT),27.8,4.0,0.2,2,1218,99.99929295921706,C,Low Volume
Sauces Cranberries Thick Kuehne 220g,26.73,1.0,0.43,1,1219,99.99935864073554,C,Low Volume
Eskort Apricot Glitter Glaze 200g,26.08,1.0,0.2,1,1220,99.99942272506034,C,Low Volume
Spud Master Frozen Potato Offcuts 1Kg,24.99,1.0,1.0,1,1221,99.99948413101423,C,Low Volume
Champion No Pork French Polony 750g,22.88,1.0,0.75,1,1222,99.9995403522317,C,Low Volume
Fattis & Monis - Penne 500g,21.73,1.0,0.5,1,1223,99.99959374764497,C,Low Volume
BC - Refreshhh 330ml Cola,20.84,4.0,1.32,3,1224,99.99964495613153,C,Low Volume
Pig Heart,20.4,1.0,0.51,1,1225,99.99969508344081,C,Low Volume
Onion Liver Skilpadjies p/kg,19.72,2.0,0.42000000000000004,2,1226,99.99974353983978,C,Low Volume
Soft Drink Sparberry 2 Lt,19.12,1.0,1.0,1,1227,99.99979052190612,C,Low Volume
Crown National Spice-O-Mat Shaker 100g,17.38,1.0,0.1,1,1228,99.99983322840787,C,Low Volume
Spath's Salami Sticks Cocktail Loose P/kg,17.37,1.0,0.05,1,1229,99.99987591033738,C,Low Volume
RTE Battered Fish P/kg,16.69,0.0,0.0,1,1230,99.99991692135659,C,Low Volume
Krush juice 100% carrot & orange 500ml,16.51,1.0,0.5,1,1231,99.99995749007601,C,Low Volume
Tastic Parboiled Rice 500g,15.99,1.0,0.5,1,1232,99.9999967810405,C,Low Volume
Clover Super M Banana 300ml,15.64,1.0,0.3,1,1233,100.00003521197762,C,Low Volume
Pies Baked Spinach & Fetta,13.9,1.0,0.0,1,1234,100.00006936735014,C,Low Volume
RTE: Chakalaka P/Kg,13.26,1.0,0.31,1,1235,100.00010195010117,C,Low Volume
RTE: Beetroot P/Kg,11.14,1.0,0.3,1,1236,100.00012932354359,C,Low Volume
BC - Refreshhh 330ml Iron Brew,10.42,2.0,0.66,2,1237,100.00015492778684,C,Low Volume
Sweet Thai Smoked Pork Rashers p/kg,5.74,1.0,0.06,1,1238,100.00016903223565,C,Low Volume
RTE: Greek Salad,5.22,1.0,0.08,1,1239,100.0001818589295,C,Low Volume
BC - Refreshhh 330ml Orange,4.34,1.0,0.33,1,1240,100.00019252326884,C,Low Volume
Red Viennas Loose per kg RW STOPPED,4.3,5.0,5.0,4,1241,100.00020308931931,C,Low Volume
Rusks Brown 1kg,1.72,2.0,0.0,2,1242,100.00020731573952,C,Low Volume
Non Stock - Subscriptions,1.72,2.0,0.0,2,1243,100.0002115421597,C,Low Volume
Non Stock - Security,0.86,1.0,0.0,1,1244,100.00021365536979,C,Low Volume
Champion Hamper 3.5Kg,0.0,0.0,0.0,1,1245,100.00021365536979,C,Low Volume
CC - Gouda 10Kg,0.0,0.0,0.0,1,1246,100.00021365536979,C,Low Volume
Festive Pork Loin Bone-in Roast UP,-86.95,1.0,-1.0,1,1247,100.00000000000004,C,Low Volume
