product,revenue,units,kg,n_invoices,rank,cum_pct_revenue,abc_class,volume_tier
Beef Burger 1.2kg Combo,3695.49,17.0,0.0,13,555,98.31164189759112,C,Low Volume
Creme Soda 2L,3687.46,154.0,308.0,127,556,98.32070280189987,C,High Volume
Switch Element 500ml,3683.58,328.0,163.0,265,557,98.32975417219099,C,High Volume
Eskort Deli Rindless Back Bacon 6 x 1kg,3674.88,6.0,36.0,1,558,98.33878416465902,C,High Volume
Switch Original 500ml,3649.48,323.0,161.5,244,559,98.34775174371254,C,High Volume
Refresh Cola 750ml,3625.54,544.0,408.0,232,560,98.35666049689429,C,High Volume
Eskort Mini Cheese Viennas 350g,3620.5299999999997,141.0,49.35,71,561,98.36555693939862,C,High Volume
Mini Ribs Mexican Chilli Marinated 2kg,3617.14,25.0,50.0,20,562,98.37444505192362,C,High Volume
Refresh Iron Brew 750ml,3608.47,541.0,405.75,221,563,98.38331186034213,C,High Volume
Sliced Sandwich Ham MAP 250g,3546.19,107.0,26.75,68,564,98.39202563303408,C,High Volume
Clover Cheddar Cheese Vacuum Pack 800g,3521.57,27.0,21.6,20,565,98.40067890894396,C,Low Volume
Crown National - PEPPER BLACK GROUND 150G,3503.71,71.0,10.65,67,566,98.40928829888598,C,Low Volume
Switch Mango Peach 500ml,3503.42,310.0,155.0,220,567,98.41789697623392,C,High Volume
Monster Mega 553ml,3493.91,153.0,84.46000000000001,53,568,98.42648228540972,C,High Volume
Box Combo Deal,3478.02,20.0,0.0,17,569,98.43502854934314,C,Low Volume
Mini Rib Combo Deal,3443.11,30.0,0.0,27,570,98.44348903168995,C,Low Volume
Eskort Mini Viennas 12 x 350g,3394.58,14.0,58.8,4,571,98.45183026509952,C,High Volume
Eskort Deli Smoked Pulled Pork 1kg,3367.6000000000004,28.0,28.0,14,572,98.46010520268533,C,High Volume
Eskort Deli Mini Frikkadels 6 x 1kg,3333.1400000000003,7.0,42.0,2,573,98.468295464434,C,High Volume
Switch Lemon Ginger Immune Booster 500ml,3325.71,302.0,151.0,208,574,98.4764674690303,C,High Volume
Mageu Banana 500ml,3304.75,266.0,133.0,208,575,98.48458797027352,C,High Volume
Qualifresh Pork Spice 50g,3296.45,231.0,0.0,198,576,98.4926880765821,C,Low Volume
Clover IWS Cheese Gouda 360g,3277.68,58.0,20.88,37,577,98.50074206085169,C,Low Volume
Clover Gouda Cheese Vacuum Pack 800g,3273.71,25.0,20.0,18,578,98.50878628995373,C,Low Volume
Ham and Tongue Roll 500g,3271.48,78.0,39.0,75,579,98.51682503945285,C,High Volume
Frio Russian 500g,3251.1,136.0,68.0,105,580,98.5248137107871,C,High Volume
Eskort Bacon Cuts 25 x 200g,3251.1,10.0,50.0,1,581,98.53280238212136,C,High Volume
Stoney 440ml,3241.64,245.0,107.8,172,582,98.54076780814455,C,High Volume
Tootsies Crumbed Pork Nuggets 400 g,3240.15,101.0,40.4,78,583,98.54872957290837,C,High Volume
Powerade Naartjie 500ml,3158.02,206.0,103.0,116,584,98.55648952610791,C,High Volume
Crumbed Potato Pieces 1.5Kg (Offcuts),3147.34,52.0,78.0,38,585,98.5642232361867,C,High Volume
Retail Whip 500ml,3130.07,55.0,27.5,47,586,98.57191451005808,C,High Volume
Catercorp Burger & Chip Sauce 500 ml,3129.84,72.0,36.0,53,587,98.5796052187686,C,High Volume
Tropika Juice Easy Orange 1Lt,3122.46,131.0,131.0,111,588,98.58727779318784,C,High Volume
Smashies Mini Pork Sliders 400 g,3119.34,90.0,36.0,70,589,98.59494270107743,C,High Volume
Spice Mixed herbs Refill Box 10g,3105.31,218.0,0.0,185,590,98.60257313415576,C,Low Volume
RTE: Three Piece Ribs & Chips 200g,3064.5099999999998,77.0,0.8,50,591,98.61010331261552,C,Low Volume
Appletizer 275ml,3061.16,149.0,41.53,127,592,98.61762525938478,C,High Volume
Eskort Deli Crumbed Potato & Bacon Balls 1Kg,3060.52,33.0,33.0,25,593,98.62514563353258,C,High Volume
Dagbreek - Peanut Brittle Biscuits 350g,3060.14,94.0,32.949999999999996,83,594,98.6326650739364,C,High Volume
BC - Pepsi Light 2Lt,3052.14,392.0,784.0,227,595,98.64016485657184,C,High Volume
Eskort Spare Ribs Pre-Cooked Marinated 6x1Kg TM,3015.47,4.0,24.0,2,596,98.64757453291163,C,Low Volume
Clover Classic Custard 1L,2949.6,91.0,91.0,83,597,98.6548223521013,C,High Volume
Eskort BBQ Bacon Biltong 50g,2935.47,132.0,5.9,115,598,98.66203545075763,C,Low Volume
Breakfast Box 900g,2907.7200000000003,25.0,22.5,19,599,98.66918036152998,C,Low Volume
Switch Biogen G Force Redcurrant & Blueberry 500ml,2904.11,257.0,128.5,203,600,98.67631640173438,C,High Volume
Pork Liver P/Kg,2902.93,69.0,87.89,59,601,98.68344954241795,C,High Volume
Six Gun  1kg,2899.71,29.0,29.0,22,602,98.69057477084975,C,High Volume
Smoked Gammon (F) P/Kg,2883.86,23.0,44.25,17,603,98.69766105232802,C,High Volume
Eskort Sweet Chilli Biltong 50g,2862.32,131.0,6.050000000000001,111,604,98.70469440526502,C,Low Volume
Liver Spread 250g,2830.71,331.0,82.25,224,605,98.71165008544483,C,High Volume
Mageu Cream 500ml,2791.01,225.0,112.5,182,606,98.7185082139492,C,High Volume
Eskort Deli Crumbed Pork Fingers 1Kg,2773.57,31.0,31.0,29,607,98.7253234885186,C,High Volume
De Vries Choc Double Velvet 185g,2769.46,118.0,22.11,77,608,98.7321286639095,C,Low Volume
Ice 3kg Bags,2761.42,213.0,639.0,117,609,98.73891408324323,C,High Volume
Sauce-a-licious Barbados Twist 500ml,2749.0699999999997,60.0,30.0,49,610,98.74566915589705,C,High Volume
Red Viennas 250g,2742.48,221.0,55.25,110,611,98.75240803546419,C,High Volume
Cheezy Bites Cheddar Flavour 180g,2737.64,150.0,27.0,90,612,98.7591350220815,C,High Volume
Eskort Sticky Asian Pork Belly Cubes 600g,2712.85,24.0,14.399999999999999,18,613,98.76580109418913,C,Low Volume
Tropika Juice Easy Mango/Peach 1Lt,2701.74,111.0,111.0,92,614,98.77243986657098,C,High Volume
Crown National Spice Texan Steak 200g,2696.71,94.0,18.8,77,615,98.77906627913097,C,Low Volume
Powerade Orange 500ml,2662.59,176.0,88.0,105,616,98.78560885130898,C,High Volume
Crown National Spice BBQ with Garlic 200g,2651.06,122.0,24.400000000000002,107,617,98.79212309172834,C,Low Volume
American Hot Dog Chilli Cheese 380g,2635.91,91.0,34.58,64,618,98.7986001052489,C,High Volume
Crown National - TURMERIC GROUND 150G,2634.06,101.0,15.149999999999999,88,619,98.80507257291052,C,Low Volume
Flingas Crumbed Pork Fingers 400 g,2626.39,88.0,35.2,71,620,98.81152619368675,C,High Volume
Cheesy Wiggles Mini Cheese Viennas 400 g,2605.48,80.0,32.0,63,621,98.81792843397093,C,High Volume
Krush Juice 100% Mango 500ml,2602.5,114.0,114.0,94,622,98.82432335173644,C,High Volume
Eskort Mini Cheese Viennas 350g x 12,2600.1000000000004,9.0,34.6,3,623,98.83071237217142,C,High Volume
Switch Biogen G Force Goji Berry&BloodOrange 500ml,2587.71,229.0,114.5,182,624,98.83707094763768,C,High Volume
Toplay Large 6s,2587.25,175.0,105.0,99,625,98.84342839278226,C,High Volume
Spice Steak & Chops Refill Box 50g,2578.74,182.0,0.0,156,626,98.84976492697577,C,Low Volume
6 Pork Loin Steaks in Sweet BBQ Marinade P/Kg,2557.19,18.0,27.02,13,627,98.85604850805578,C,High Volume
Loin Ribs Packed Butchery per kg RW UP,2544.21,34.0,19.5,20,628,98.86230019440664,C,Low Volume
Streaky Bacon 200g Combo Deal,2543.16,42.0,0.0,25,629,98.86854930067543,C,Low Volume
Sliced Pork Pastrami MAP12x125g,2542.5,10.0,15.0,2,630,98.8747967851783,C,Low Volume
Heidelberger Boerewors P/Kg,2507.33,5.0,26.060000000000002,4,631,98.8809578492171,C,Low Volume
Switch Energy Tropical 500ml,2497.27,221.0,110.5,172,632,98.8870941936122,C,High Volume
Eskort Prego Steak VSP 10 x 540g,2496.2799999999997,4.0,21.6,2,633,98.89322810535846,C,Low Volume
Retail portuguese marinade 750ml,2460.35,58.0,43.5,56,634,98.89927372915264,C,High Volume
Eskort Sliced Pepperoni Loaf 180g,2449.48,110.0,19.8,87,635,98.90529264295405,C,Low Volume
Clover IWS Cheese Cheddar 360g,2430.0299999999997,43.0,15.48,27,636,98.9112637638062,C,Low Volume
Switch - Jelly Babies 500ml,2429.26,215.0,107.5,176,637,98.91723299259813,C,High Volume
Cocktail Ribs Combo Deal,2417.29,12.0,0.0,8,638,98.92317280845417,C,Low Volume
Sliced Gypsy Ham MAP 12x125g,2415.4,10.0,15.0,2,639,98.92910798016243,C,Low Volume
Chep Blue Block Pallet : 1000 x 1200,2415.0,7.0,0.0,1,640,98.93504216898228,C,Low Volume
Spice Barbeque Refill Box 50g,2388.47,169.0,0.0,142,641,98.94091116772785,C,Low Volume
Maynards Mini Wine Gums 60g,2381.2400000000002,143.0,8.58,91,642,98.94676240076528,C,Low Volume
Switch - DragonFB 500Ml,2361.37,209.0,104.5,169,643,98.95256480882057,C,High Volume
Cold Meat Loaves Selection P/Kg,2348.93,208.0,152.08,84,644,98.95833664904609,C,High Volume
Champion French Polony 2Kg Combo,2347.75,9.0,0.0,4,645,98.96410558975076,C,Low Volume
Sauce - a - Licious Worcester Sauce 500ml,2329.08,134.0,0.0,118,646,98.96982865413855,C,Low Volume
American Hot Dog Regular 380g,2327.3199999999997,92.0,34.96,72,647,98.97554739381734,C,High Volume
Sliced Gypsy Ham MAP 125g,2327.0299999999997,98.0,12.48,67,648,98.98126542090199,C,Low Volume
Coka Cola Less Sugar 1.5L,2303.38,106.0,159.0,52,649,98.98692533470899,C,High Volume
EDFP - Tapas Box Combo,2295.48,22.0,0.0,14,650,98.99256583646972,C,Low Volume
Eskort Branded Braai Tong,2295.48,22.0,7.699999999999999,18,651,98.99820633823046,C,Low Volume
Champion FP 750g COMBO,2286.52,53.0,0.0,34,652,99.00382482329066,C,Low Volume
Chief Chicken Vienna 500g,2286.39,285.0,142.5,44,653,99.00944298891213,C,High Volume
Eskort Burger & Chips Sauce 12 x 500ml,2265.6000000000004,5.0,30.0,3,654,99.01501006890808,C,High Volume
VALUE 2 x RUSSIAN & CHIPS,2259.7400000000002,130.0,0.3,23,655,99.02056274958875,C,Low Volume
Alb Sup Brown Sliced - 700g,2256.8599999999997,114.0,79.8,56,656,99.02610835347278,C,High Volume
RTE: Braai Beverage - R10,2243.73,258.0,0.0,104,657,99.03162169404453,C,Low Volume
SPRINGROLL CHICKEN 12s,2243.15,43.0,13.33,17,658,99.03713360942807,C,Low Volume
7up 500ml can,2241.82,215.0,107.5,123,659,99.04264225670761,C,High Volume
Peppadew Splash On Sauce-Hot 125ml,2236.13,72.0,9.290000000000001,64,660,99.04813692239944,C,Low Volume
Honey Glazed Pork Rashers p/kg Butchery STOPPED NC,2235.79,6.0,18.6,3,661,99.0536307526361,C,Low Volume
Dagbreek Peanut Brittle 250g Tub,2234.2799999999997,55.0,13.75,51,662,99.05912087246898,C,Low Volume
Mague Nr 1 Smooth Creamy Vanilla 1L,2216.7999999999997,85.0,85.0,80,663,99.06456804007803,C,High Volume
Tropika Juice Eazy Tropical Prisma 1 litre,2206.18,94.0,0.0,79,664,99.06998911199959,C,Low Volume
Pepsi Cola 6 X 2Lt,2199.7200000000003,27.0,324.0,20,665,99.07539431027321,C,High Volume
"RTE: 2 PC Chicken, Chips, Roll, Coleslaw",2182.35,42.0,1.0,31,666,99.08075682661732,C,Low Volume
Chief Chicken Crumbed Schnitzels 1Kg,2169.38,25.0,25.0,21,667,99.0860874728045,C,Low Volume
MCC PEAS 1Kg,2149.57,43.0,43.0,40,668,99.0913694414428,C,High Volume
Footlong Russian 1Kg Combo Deal,2147.73,13.0,0.0,11,669,99.09664688879437,C,Low Volume
Gold Medal Pork Sausages 750g,2143.2,50.0,37.5,33,670,99.10191320493462,C,High Volume
Pickled Pork Shanks p/kg,2132.55,31.0,40.92,19,671,99.10715335167075,C,High Volume
De Vries Yoghurt Double Velvet 185g,2112.2999999999997,90.0,16.94,69,672,99.11234373968077,C,Low Volume
BC - Refreshhh 2Lt Apple,2106.92,163.0,326.0,136,673,99.11752090784157,C,High Volume
Reboost Pineapple 500ml,2106.45,202.0,101.0,150,674,99.12269692110847,C,High Volume
Eskort Deli Crumbed Pork Nuggets 1Kg,2104.08,26.0,26.0,24,675,99.1278671107615,C,Low Volume
200g Diced Bacon Combo Deal,2086.78,24.0,0.0,15,676,99.13299479049049,C,Low Volume
Spare Wide Belly Ribs per kg RW UP,2082.91,18.0,15.96,15,677,99.13811296077402,C,Low Volume
EDFP - Sausages 375g,2064.96,26.0,0.0,22,678,99.14318702393984,C,Low Volume
EDFP - Bacon 500g,2043.38,13.0,0.0,8,679,99.14820806027555,C,Low Volume
Diced Bacon 5 x 1kg,2030.0,5.0,25.0,1,680,99.15319621899368,C,Low Volume
Tonkies Crumbed Potato and Bacon Balls 400 g,1996.94,64.0,25.6,54,681,99.15810314198411,C,Low Volume
Catercorp Bottled Jalapeno Whole 375g,1994.53,62.0,23.490000000000002,55,682,99.16300414307184,C,Low Volume
MOUNTAIN DEW SOFT DRINK 500ml CAN,1991.5800000000002,191.0,95.5,114,683,99.1678978953575,C,High Volume
Eskort Fruity Chutney Bacon Biltong 50g,1991.37,91.0,3.9000000000000004,83,684,99.17279113162671,C,Low Volume
Gold Medal Pork Sausages Mini Pork 375g,1963.97,71.0,26.759999999999998,44,685,99.17761704003935,C,High Volume
Cheddar Flavoured Full Cream Processed Cheese 200g,1961.28,48.0,9.600000000000001,42,686,99.18243633852738,C,Low Volume
Frio Red Vienna 500g,1955.9399999999998,78.0,39.0,64,687,99.18724251545504,C,High Volume
Feed The Future,1955.1399999999999,2248.0,2248.0,303,688,99.19204672660587,C,High Volume
Eskort Chutney Sauce 500ml,1946.9199999999998,52.0,26.0,47,689,99.19683073939972,C,Low Volume
Wim Whams Crumbed Pork Frikkadels 400 g,1930.8899999999999,62.0,24.8,49,690,99.20157536294025,C,Low Volume
Mini Griller Combo,1912.9,22.0,0.0,14,691,99.2062757810742,C,Low Volume
Sliced Chicken Polony 12 x 180g,1907.8,14.0,30.240000000000002,6,692,99.21096366738082,C,High Volume
GOUDA ROUNDS P/Kg (� 500g),1898.24,28.0,15.05,26,693,99.21562806265428,C,Low Volume
Beetroot 3kg,1889.46,54.0,162.0,13,694,99.22027088352698,C,High Volume
Frio Smokie 1kg LP,1877.85,47.0,47.0,23,695,99.22488517606337,C,High Volume
SAMOOSA MINCE 12s,1876.5900000000001,43.0,12.040000000000001,20,696,99.22949637250123,C,Low Volume
Switch - Orange Bubblegum 500ml,1841.71,163.0,81.5,131,697,99.23402186106911,C,High Volume
Switch - Immune B BlueB RaspB 500ml,1819.01,161.0,80.5,124,698,99.23849157071929,C,High Volume
Iron Brew 2L,1802.03,74.0,148.0,73,699,99.24291955675616,C,High Volume
BC - Refreshhh 2Lt Mock Strawb Daiq,1798.36,138.0,276.0,112,700,99.2473385247918,C,High Volume
RTE: Plain Rice,1793.77,96.0,26.32,91,701,99.25174621418286,C,Low Volume
SAMOOSA CHICKEN 12s,1783.1399999999999,40.0,11.200000000000001,20,702,99.25612778331421,C,Low Volume
Eskort Mini Viennas 350g,1782.01,70.0,24.5,47,703,99.2605065757858,C,Low Volume
Sauce-a-licious Lemon & Herb 500ml,1777.8500000000001,53.0,26.5,47,704,99.26487514621783,C,Low Volume
BC - Refreshhh 2Lt Ginger Beer,1776.06,140.0,280.0,132,705,99.26923931822421,C,High Volume
Clover IWS Gouda Cheese 810g,1739.02,16.0,12.96,13,706,99.27351247476315,C,Low Volume
PPD Sweet jalapeno peppers mild halves 400g,1736.16,41.0,16.400000000000002,35,707,99.27777860364988,C,Low Volume
Refresh Mojito Mocktail 2L,1733.24,133.0,266.0,105,708,99.28203755745118,C,High Volume
Switch - Immune B GojiB StarF 500ml,1717.3500000000001,152.0,76.0,125,709,99.28625746601008,C,High Volume
Sliced Cooked Ham MAP 125g,1708.1299999999999,71.0,9.120000000000001,58,710,99.290454718991,C,Low Volume
Fanta Pineapple 440ml,1708.05,128.0,56.32,105,711,99.2946517753942,C,High Volume
Eskort Mini Frikkadels 650g Unit,1689.3600000000001,29.0,18.85,18,712,99.29880290633609,C,Low Volume
Sauces Retail Prego - 500ml,1677.84,42.0,21.0,40,713,99.3029257300916,C,Low Volume
Cabbage Each,1644.53,47.0,141.0,14,714,99.30696670381413,C,High Volume
Tasty Treats Cheesy Bites Cheddar 30g,1641.27,380.0,11.4,180,715,99.31099966699607,C,Low Volume
Veggies R10 Deal (R9.99 p/kg),1622.9099999999999,93.0,162.43,40,716,99.31498751559963,C,High Volume
Switch Energy Naartjie Grape 500ml,1616.18,143.0,71.5,106,717,99.31895882710558,C,High Volume
KitKat Chunky Peanut Butter 42g,1591.0,119.0,4.9,63,718,99.32286826578566,C,Low Volume
Tasty Treats Vanilla Wafers 100g,1574.6200000000001,151.0,15.100000000000001,114,719,99.32673745518503,C,Low Volume
Kiddos Combo Deal,1565.1000000000001,15.0,0.0,14,720,99.33058325184008,C,Low Volume
Eskort Jalapeno Pork Sausage 12 x 375g,1564.89,3.0,1.13,1,721,99.33442853247873,C,Low Volume
BC - Refreshhh 2Lt Iron Brew,1558.0,123.0,246.0,110,722,99.33825688286436,C,High Volume
Nestl� Kitkat Chunky Milk 40g,1550.23,111.0,4.44,53,723,99.34206614064249,C,Low Volume
MCC CUT CORN 1Kg,1547.64,36.0,36.0,23,724,99.34586903421813,C,High Volume
Champion Russien 4 x 2kg,1537.3200000000002,3.0,24.0,2,725,99.3496465692726,C,Low Volume
BC - Refreshhh 2Lt Cola,1533.6599999999999,121.0,242.0,110,726,99.35341511089804,C,High Volume
Sliced Sandwich Ham MAP 125g,1518.94,64.0,8.23,51,727,99.3571474822297,C,Low Volume
Spek Wors p/kg,1515.92,26.0,15.6,20,728,99.36087243275385,C,Low Volume
Black pepper 50g grinder,1512.93,29.0,1.4500000000000002,29,729,99.36459003618707,C,Low Volume
Tasty Treats Strawberry Wafers 100g,1512.08,145.0,14.5,108,730,99.3683055509824,C,Low Volume
Liver Spread 20 x 500g,1501.6,4.0,40.0,1,731,99.3719953141012,C,High Volume
GMPS 750g Combo,1495.57,11.0,0.0,10,732,99.3756702601771,C,Low Volume
6 Pork Loin Chops in Sweet BBQ Marinade P/Kg,1495.27,8.0,15.17,8,733,99.3793444690867,C,Low Volume
EDFP - RIB Deal Loin,1478.0500000000002,20.0,0.0,15,734,99.38297636464992,C,Low Volume
Bacon Roll 2.5kg,1462.1599999999999,8.0,15.0,8,735,99.38656921497075,C,Low Volume
Spare Rib 1Kg Combo Code,1460.82,6.0,0.0,6,736,99.3901587726154,C,Low Volume
Monster Original 500ml,1460.2,70.0,35.0,64,737,99.393746806783,C,High Volume
Alb Sup White Sliced - 700g,1451.43,77.0,53.9,48,738,99.39731329112205,C,High Volume
Gold Medal Pork Sausages 375g,1450.19,100.0,37.73,69,739,99.40087672850699,C,High Volume
Tropika Juice Easy Pineapple 1Lt,1439.56,58.0,58.0,52,740,99.40441404563227,C,High Volume
Eskort Deli Burger Bacon 1kg,1434.64,15.0,15.0,7,741,99.40793927323,C,Low Volume
Eskort Breakfast Sausage 375g,1434.55,50.0,18.89,35,742,99.41146427967782,C,Low Volume
Krush Juice 100% 6 Fruits & Vitamins 1Lt,1434.18,66.0,66.0,52,743,99.41498837695386,C,High Volume
Eskort Marinated Chicken Braai Burger 12x500g,1395.49,2.0,12.0,2,744,99.41841740434775,C,Low Volume
Frio Gold Cheese Russian 1kg,1395.45,20.0,20.0,16,745,99.42184633345279,C,Low Volume
Eskort Secret Braai Spice 300g,1379.5300000000002,39.0,11.7,38,746,99.42523614359882,C,Low Volume
De Vries Ginger Lemon 180g,1376.68,72.0,12.959999999999999,52,747,99.42861895066487,C,Low Volume
MARINDA SOFT DRINK 500ml CAN,1376.3200000000002,132.0,66.0,68,748,99.43200087313134,C,High Volume
Eskort Smoked Jalapeno Sausage R/Kg,1373.47,25.0,13.120000000000001,21,749,99.43537579251785,C,Low Volume
Cold Meat Spiced Ham P/Kg,1370.71,107.0,81.48,31,750,99.43874392997427,C,High Volume
Eskort Secret Rib Sauce 12 x 500ml,1367.52,3.0,18.0,2,751,99.44210422889557,C,Low Volume
Mountain Dew 6 X 2Lt,1351.91,17.0,204.0,14,752,99.44542617059638,C,High Volume
Clover Cheddar VP 550g,1338.97,14.0,7.700000000000001,13,753,99.44871631585687,C,Low Volume
Tasty Treats Cheezy Bites Fruit Chutney 30g,1336.68,308.0,9.24,164,754,99.45200083408119,C,Low Volume
Tasty Treats Cheezy Bites Spring Onions 30g,1332.33,307.0,9.209999999999999,156,755,99.45527466339395,C,Low Volume
Alb Sup Wheat Wraps Brown (6x45g),1330.11,34.0,9.18,19,756,99.45854303767602,C,Low Volume
Tasty Treats Chocnut wafers 100g,1313.9,126.0,12.6,86,757,99.46177158040496,C,Low Volume
CREAMLINE FC MILK (LF) 1L,1311.18,82.0,82.0,50,758,99.46499343949267,C,High Volume
TASTY TREATS PINK ELEPHANT WAFERS 80g,1287.96,114.0,9.12,79,759,99.46815824190774,C,Low Volume
Renown Pork Banger 12 x 375g,1283.05,5.0,22.5,1,760,99.4713109793675,C,Low Volume
Iron Brew 440ml,1280.56,98.0,43.12,82,761,99.47445759834686,C,High Volume
Eskort Prego Marinated Rashers P/Kg,1277.4,2.0,10.12,2,762,99.47759645250773,C,Low Volume
BC - Refreshhh 2Lt Mock Pina Colada,1277.1399999999999,98.0,196.0,77,763,99.4807346677911,C,High Volume
Sliced French Polony 12 x 180g,1277.04,11.0,23.76,5,764,99.48387263735239,C,Low Volume
BC - Refreshhh 2Lt Cream Soda,1276.6399999999999,103.0,206.0,85,765,99.48700962402526,C,High Volume
Sliced Cooked Gammon 12x125g,1271.25,5.0,7.5,1,766,99.4901333662767,C,Low Volume
Eskort Smoked Pulled Pork 8 x 500g,1252.04,2.0,8.0,1,767,99.4932099053119,C,Low Volume
Risi Six Love 200g,1251.04,96.0,19.2,77,768,99.49628398712605,C,Low Volume
De Vries Short Bread  200g,1243.9099999999999,53.0,10.600000000000001,46,769,99.49934054895417,C,Low Volume
CHIP 'N DIP GARLIC & HERB 250ml,1234.54,41.0,10.25,34,770,99.5023740866211,C,Low Volume
RTE: Chicken Liver P/Kg,1232.43,103.0,22.14,45,771,99.50540243955163,C,Low Volume
Sliced Pork Pastrami MAP125g,1223.82,52.0,6.65,40,772,99.50840963580899,C,Low Volume
Switch Energy Sour Worms 500ml,1220.59,108.0,52.5,84,773,99.5114088952424,C,High Volume
Frio Catering Vienna 500g,1195.26,47.0,23.5,16,774,99.51434591326674,C,Low Volume
Pepper & Feta Pork Sausages 375g,1189.37,38.0,14.4,32,775,99.51726845825914,C,Low Volume
Eskort Mini Frikkadels 350g,1185.88,27.0,9.45,19,776,99.52018242755013,C,Low Volume
Executive Hamper Combo,1182.6,2.0,0.0,2,777,99.52308833715607,C,Low Volume
Dry Wors p/kg,1167.34,40.0,4.85,36,778,99.5259567495689,C,Low Volume
MCC COUNTRY MIX 1Kg,1160.73,27.0,27.0,20,779,99.52880891975062,C,High Volume
Festive Smoked Belly Kebabs  P/Kg,1151.74,16.0,7.21,7,780,99.53163899951517,C,Low Volume
PPD Sweet jalapeno peppers mild cones 400g,1143.24,27.0,10.8,24,781,99.53444819290085,C,Low Volume
Tasty Treats Deep sea Bites Pickled onion 180g,1131.5,62.0,11.16,56,782,99.53722853851147,C,Low Volume
Bonaqua Lemon 750ml,1130.5,83.0,62.25,27,783,99.54000642690104,C,High Volume
Chilli Roll 500g,1130.3,23.0,11.5,22,784,99.54278382384642,C,Low Volume
Nandos - PERI PERI HOT 250ML,1130.22,26.0,6.5,17,785,99.54556102421411,C,Low Volume
Clover Krush Cranberry 1Lt,1129.96,52.0,52.0,42,786,99.54833758570433,C,High Volume
RTE: Samp P/Kg,1125.53,195.0,77.87,149,787,99.55110326170534,C,High Volume
Maynards Fruity Flavoured Jelly Beans 60g,1110.64,66.0,3.96,52,788,99.553832349685,C,Low Volume
Sogood Instant Mushroom & Sweet Pepper Sauce 180g,1099.74,27.0,5.4,26,789,99.55653465395528,C,Low Volume
Used Cooking oil,1098.26,7.0,421.0,2,790,99.55923332153841,C,High Volume
PIES CHICKEN 12s,1095.52,21.0,10.5,14,791,99.56192525633591,C,Low Volume
Pepsi Max 6 X 2Lt,1095.5,14.0,168.0,12,792,99.56461714198898,C,High Volume
Eskort Buckwurst 375g,1087.6,28.0,10.61,23,793,99.5672896155958,C,Low Volume
Eskort Footlong Cheese Russian (6x1kg) Carton,1081.85,2.0,12.0,2,794,99.56994796018162,C,Low Volume
Peppadew Mango Atchar- Hot 400g,1077.24,33.0,13.200000000000001,30,795,99.57259497697845,C,Low Volume
IW Pork Loin Chops P/Kg (+-6kg),1073.62,2.0,13.72,1,796,99.57523309863507,C,Low Volume
BC - Refreshhh 2Lt Orange,1072.17,84.0,168.0,76,797,99.57786765732119,C,High Volume
Tropika Juice Pineapple 500ml,1070.72,56.0,28.0,51,798,99.5804986530368,C,High Volume
Predator Gold Strike,1062.13,94.0,47.0,84,799,99.58310854122365,C,High Volume
BC - Refreshhh 2Lt Grape,1053.23,84.0,168.0,76,800,99.5856965601432,C,High Volume
Champion French Polony 4 x 3Kg,1049.87,4.0,48.0,2,801,99.58827632280006,C,High Volume
Banana pp,1044.98,125.0,31.25,18,802,99.590844069646,C,High Volume
Meal Deal Combo 1 EXACT COMBO,1043.44,8.0,0.0,8,803,99.59340803237153,C,Low Volume
Eskort Deli Smoked Viennas 1kg,1043.28,24.0,24.0,19,804,99.5959716019417,C,Low Volume
Eskort Pepper & Feta Sausage 12 x 375g,1043.26,2.0,0.75,1,805,99.59853512236747,C,Low Volume
Eskort mediterranean Pork Sausage 12 x 375g,1043.26,2.0,9.0,1,806,99.6010986427932,C,Low Volume
Krush Juice 100% Orange 1lt,1043.04,48.0,48.0,39,807,99.60366162263034,C,High Volume
Eskort Deli Footlong Cheese Russian 6 x 1.2kg,1042.83,3.0,21.6,1,808,99.60622408645104,C,Low Volume
TT-Strawberry Flavour Filled Biscuits 80g,1039.58,171.0,13.68,114,809,99.60877856430335,C,Low Volume
Crown National Six Gun Grill Shaker 100g,1039.48,52.0,5.2,50,810,99.61133279643354,C,Low Volume
RTE Kota 1,1029.55,32.0,0.3,16,811,99.61386262835879,C,Low Volume
Peppadew Vegetable Atchar - Mild 400g,1029.45,32.0,12.8,31,812,99.61639221456194,C,Low Volume
Krush Juice 100% Mango 1Lt,1021.3100000000001,47.0,47.0,39,813,99.6189017989858,C,High Volume
Non Stock - Box Recycling,1004.35,3.0,1155.0,3,814,99.62136970894076,C,High Volume
Risi Marie & Lemon Creams 475g,1001.47,36.0,16.97,32,815,99.62383054209911,C,Low Volume
Bonaqua Pump Still 750ml,998.6999999999999,71.0,53.25,33,816,99.62628456875518,C,High Volume
Smoked Boneless Mini Pork Shanks p/kg,994.26,14.0,11.2,2,817,99.6287276853498,C,Low Volume
BBQ Pork Belly Ribs P/Kg,993.96,9.0,8.8,6,818,99.63117006477812,C,Low Volume
Peppadew Piquante Chopped Sweet Peppers 400g,986.78,22.0,8.8,20,819,99.63359480135934,C,Low Volume
Power Play Drink Original 500ml,984.7,65.0,32.5,52,820,99.63601442692081,C,High Volume
Eskort Smoked Pulled Pork 500g,982.5,12.0,6.0,11,821,99.63842864659595,C,Low Volume
Monster Doctor 500ml,980.42,47.0,23.5,42,822,99.64083775525135,C,Low Volume
De Vries Choco Rings 150g,980.42,47.0,7.05,38,823,99.64324686390674,C,Low Volume
